Feed,Sentiment
اول الحب نزع الكبرياء,Negative
مسلسل خليجي على طريقة المسلسلات التركية,Negative
من اسوأ السير الذاتيه التي قرأتها بحياتي,Negative
جمال عبدالناصر لم يكن الاها ولم يكن حتى بالحاكم العادل او الانسان السوى,Negative
كنت متحمسه جدا لقراءة الروايه ولكن صدمتني جدا يمكن لتحفظ المجتمعات علي هيك شخصيات ولكني لما استطع ان أكمل الروايه لجرأه الكاتبه ,Negative
كتاب نثري جيد الى حد ما يعيبه الكم الهائل من الصفحات التي كان بالامكان اختصارها فما فائده الصفحات الكثيره ان كان الكلام سيتكرر يستحق نجمتان ونصف ,Negative
اول مره ما اقدرش اكمل روايه لاخرها كم هائل من الملل,Negative
بدايه ساحره تشد الانتباه شدا جو الغموض المحيط بصيحات اسطاسيه الملتاعه تلك الصرخات التي تردد في جنبات الروايه بقوه وكأنها تنطلق خارجه من الورق وما اسوأ ما تم فيما بعد البدايه سرد سرد ثم سرد بملل شديد وأحداث لا قيمة لها على الاطلاق كلام مقالات ومواضيع تعبير على لسان شخصيات لا يليق مستوى تعليمهم بأطلاق تلك الخطب من أسوأ ما قرأت ,Negative
قرأته لفرط اعجابي في كتابه محاوله ثالثه لكن هذا الكتاب فعلا اوراق متناثره تحدث فيها عن السيده تاء لم افهم ما الذي يقصده بذلك في الحقيقه لم تعجبني اوراقه هنا اراها شاطحه كما يقول البعض,Negative
تصنع نمطية رتابة ملل ركاكة تكرار احداث متوقعه لا معقولية مشاهد إباحية فجة حشر للسياسة بشكل سيئ جدا ليكمل هذا الخراء المتنكر بين دفتي رواية,Negative
كلمات منمقه الى درجه الضياع احيانا للبحث عن المقصود فتيات حالمات عشن فوق الغيوم وكأنهم لن يمشوا على الارض الا اذا تزوجوا مهما كان هذا الشخص وضيع الروايه اطار جميل وصورة باهته لم تعجبتني,Negative
لا اريد ان اكون مجحفة ولا ناقدة انا فقط هاوية تفرحني الكلمات وتملئني فخرا مفرادت لغتنا اشعر بزهو كلما قرأت لن اقول بأنها رواية فهي اقرب الى خواطر طويلة ورسائل حزن مسمومة وددت لو يجد ناصر طريقا للخلاص منها لغه جميله متشعبة ممتعه القراءة لاحظت اتجاها واضحا لاحلام مستغانمي بلون اخر ربما لانني لا احب النهايات البسيطة فتوقعت عودة مها لكنها عودة ما كان لرجل سحقته الاحزان كحب الرحى ان يقبل بها المتني رجولته الهزيلة والمني غرورها الذي لا يحتمل ولا اتخيلها ملاكا ابداا فدمامه الخلق جعلتني ابغضها منذ الوهلة الاولى لاول مرة سأكتب سأرفع افكاري هنا لماذا ترتبط افكارنا دائما نحن كعرب نحن المسلمون بأن اتصال الارواح لن يكتمل الا باتصال الاجساد غياهيب الحب العذري التي انطفئت ابسبب الحرمان ما دفعني حقا لاعادة التفكير في فحوى جميع الروايات والكتب التي قرأتها انني لم اجد جوابا لتبرير الركون نحو الرذيلة والعوده منها نحو السجود هل اصبح الحب حقا ملازما لهذا الشئ الا ينفع ان اطبق دين الله وشريعته حينما احب هل رغبتنا في دفع الكبت باتت تسول لا نفسنا بأن نجاهر بالمعصية مرارا دون خوف وبكل تضاد يحمل بشاعة الذنب نعود الى الله لنطلب من جديد يلمني ان اجد قصص الحب متشابهه تختلف الازمنة والاشخاص واحداث اللقاء وربما الفراق ولكننا نتباهى باعلان انحرفنا فنحن نكتب على ورق فقط باتت شهيتي للحب تجد سبلا مسدودة فأنا بكل احترام لكل فكر كتب ولكل كاتب ابدع لا تعنيني هذة الافكار ولم اعد ابحث عن عذابات الحب اللذية بين دفتي كتاب فهذة الكتب ليست موجهه بكل تاكيد لمن هم مثلي,Negative
أسلوب احلام المستغانمي رائع جدا بس للأسف اتكرس بالقصص التافهة ذات الاسم الجاذب كنت بتمنى اقرأ ارقى من يلي قرأته بصفحات رواية الأسود يليق بك وصلت لربع الكتاب ولعت نفسي عنجد شي مسف انو هيك اسلوب داخل هيك روايات,Negative
لم يعجبني الا الجزء الاخير الغ ائب تما عود ولك بعد نف صيد الانت ظار داخ لنا,Negative
لم استطع اكمالها لغة الكاتب سيئه جدا والشخصيات لاأنكر وجودها لكن اسلوب الكاتب سطحي جدا وتجاوزاته اللاأخلاقيه نرفزتني ,Negative
يمتاز العمل بالبعد عن الملل القصصي لكنها لاتحمل عنف وعصف الروايه المتمكنه السرد والحدث لا أعلم ربما صيت الروايه وسمعتها القويه التي انتشرت في كل مكان جعلني اتوقع منها عملا عظيما بينما هو عمل جميل لكن بسيط ,Negative
كتاب أهبل يعتمد على أحاديث احاد ومحشو بالاسرائيليات ,Negative
الخطاب السياسي الموجه في بدايه الكتاب حول الروايه الى تقرير سياسي بدلا أن تكون عملا أدبيا جميلا ,Negative
مجرد كتاب دمه تقيل ,Negative
أصل الفكره حلو حقن للدماغ بس التطبيق ضعيف بنفع يكون جزء من مدونه لأنه صعب تعتبره كتاب خاطره نكشه مخ معلومه صفحه,Negative
كتاب موجه لفئه بعينها ومن الافضل ان من يريد قرائته ان يسمع لنصيحه الكاتبه فى بدايه عندما قالت ان لكل حاله نفسيه عمل ادبي محدد حتى ان الادب اصبح كالدواء فصعب على من يبدا حياه يريد ان يتذكر كل تفاصيلها ان يقراه وبالرغم من ذلك بعد نهايه الكتاب اصبحت مقتنعه اكثرا ان النسيان مستحيل خاصه عندما بتعلق بالمشاعر باعتراف احلام,Negative
كتاب مهم للمهتمين بالحداثة ,Negative
مع احترامي الشديد كتاب لا يستحق عناء القراءة ولا تضييع الوقت لغة عادي جدا أفكار عادي جدا أسلوب عادي جدا وأقصد بعادي بأنه يشبه خواطر الجميع حسيت غلاف الكتاب خسارة على محتواه ,Negative
قصه رائعه,Negative
النظري غير العملي يا إخوانا,Negative
روايه تتحدث عن الفقر الشديد لدرجه ان كل امل الابطال هو امتلاء بطنهم لم تعجبني الروايه لانها ممله لكنها واقعية,Negative
لا صرخة الرعب كانت احسن ,Negative
من الاخر ومن غير فلسفة كتير ,Negative
فاكس مش مستاهل ,Negative
الصراحه اتصدمت مستوى القصص ضعيف جدا اول قصه اعتقد انها من اسخف ما قرأت مرورا بقصه الغواصه اللى هيا اصلا المانيه مش بريطانيه ودى غلطه لاتغتفر وتدل على عدم التدقيق,Negative
أنثاه وكيف تكون أنثاه وهو يلفضها فأنثي سادجه ورجل أحمق لا يصنعان الحب ولا يمثلاه الحب أعمق بعيد كل البعد عن الصوره التي رسمتها الكاتبه في روايتها ورغم كل هذا تمتلك الكاتبه لغة عاطفيه عاليه واسلوب راقي ملفت في كل رواياتها,Negative
شكرا لمن ذكرني بهذه السيرة الذاتية ولعل هذا الكلام مكرور وقلته في تويتر شاعرية الكاتب امتزجت بكتابه ولذلك سحر الحروف سيجذب عش اق الشعر والنثر وانا وللاسف لست منهم بهذه السيرة وان نفى الكاتب حسب ما اذكر ان تكون هي سيرة ذاتية له إلا ان هذا واضح وما المطلوب من هكذا طرح هل يتخلى الفلسطينيون عن جنسيتهم ام يستجدون جنسية الآخر والذي هو اقل منهم ثقافتا وعلما بزعمهم ألا تشبه هذه السيرة قصائد توسل العطايا الجنسية والتي تناقلها اليوتيوب وشاعر المليون الأجوبة عند القاريء كل التحايا ,Negative
فقط لأنها تحدثت بكل جرأة وبمطلق الألفاظ حول الجنس ولم تخفي حرفا بين نقاط او أهلة تذعن بأن الجنس جسد وليس حبا وروحا فما لقيته البطلة في النهاية أنها خسرت جسدها ولذتها المفكر لأن الحب لم يكن موجودا بعيدة كل البعد عن النمط الروائي وسرد الأحداث إنها فقط تركيب لغات واحداث جنسية جريئة تبتعد عن الوعي وتتسم بكلام الرجال والنساء حول فنجان قهوة ,Negative
من أسوء الكتب اللي قرأتها ممل بشكل وكلام مرصوص ورا بعض من غير أي معنى ما قدرت أكمله,Negative
مش حلو,Negative
رواية رديئة ومفككة وعليها كثير من الملحوظات الفنية عدد من أحداثها وفصولها مقحمة وسط السرد العام ويمكن حذفها دون أن تثر على السرد أو على خط سير وتطور الأحداث كالفصل الذي اختطف فيه عمران عائشة وقام باغتصابها ثم مات فجأة فصل ركيك وفقير فني وغير محبوك وخاصة بعض الفقرات التي تتحدث عن ممارسات عمران الشاذة مع عائشة الشخصيات في أحيان كثيرة تنفلت من يد الكاتب وتتصرف بشكل لا يتسق مع سماتها وطباعها العامة في باقي الرواية الإيقاع العام للأحداث شديد الارتباك الأحداث تتصاعد بسرعة شديدة بدون تمهيد أو اتساق درامي ثم تأفل بسرعة أشد الرواية افتقرت إلى محرر يراجع صياغتها ويراجع الكتابة نفسها بحيث أن هناك بعض العبارات أو التعبيرات يكررها الكاتب مرتين في صفحتين متتاليتين بخصوص نفس الحدث يقع الكاتب في كثير من الأخطاء التحريرية فيصف مارجريت بأنها ضئيلة الجسم تتدحرج في مشيها ثم بعد عدة صفحات يصفها بأنها طويلة بشكل لافت حقيقة يعني من المثير للعجب أن تصل هذه الرواية إلى القائمة القصيرة للبوكر ,Negative
كتاب أبعد ما يكون عن الموضوعيه تبريرات للقتل أسس تربويه غريبه وغيره وغيره,Negative
ما تعجبني قصص سالم وسلمى ,Negative
الحب شعور خاص يمر به الإنسان ويحق للمرء ان يفتخر بعشقه تجاه محبوبته فهناك العديد من اساطير الحب في كل البلاد امثال عنتر وعبلة ورميو جولييت وغيرهم الكثير الكثير وما ورد في هذه الصفحات هي خواطر خاصة بالكاتب لحبيبته ونوع من الرسائل الخاصة منه لها ففكرة تجميع خواطر كانت منشورة على ضفاف منتديات وطرحها في كتاب قد احرق من قدره قبل تجميعه لكونه بالتاكيد نقل من منتدى لاخر فنحن العرب لا نتعب اقلامنا الخاصة في اقسام الادب الا في ما ندر اما حال هذه الخواطر بعد التجميع فهي قصيرة جدا جدا ولا توصل المعنى ابدا وبهذا الترتيب المتسلسل الذي ظهر به اختلط الفهم اكثر بالتاكيد السيدة المقصودة بها ستفهم الامر بشكل جلي لكن القراء مجرد أطرش في الزفة كان من الافضل ان تظل سرية لان رسائل الغرام تفقد لهيبها اذا ما طرحت على اعين الكل ليتها تقرأ صفحات رقيقة تظهر عذاب ملفها اتمنى لو اطلعت السيدة المقصودة بكل هذا الحب عليها اتمنى لهما راحة البال فقط اذا كنت ترغب بالقرأة من اجل القراة نفسها وقد انتهيت من كتاب ضخم تود فترة انقطاع لكي تخرج من تاثيره هذا هو المنشود,Negative
النجمه الاولى اسلوبها الشيق حقيقه في سرد الاحداث الثانيه شخصية ووقفة اروى ودعمها لوليد مواقف الصداقه الرائعه من سيف حماية وخوف وليد على اخوه برغم الي بينهم النجمات الي راحت اولها الامنطقيه في العلاقه بين رغد ووليد اول مابدات والصراع الي كان بينهم طول احداث الروايه وجهل الطرفين عن مشاعر الاخر ثانيها طول الروايه الي مالو داعي لو خففت شويه من الاحداث كان ممكن تنبلع اكتر مش العبره في حجم الروايه ابدا وثالثه طبعا النهايه المبتوره الي ظلمتهم وظلمتنا نعيش معاهم وقت وهم مع بعض زي ماعيشتنا احداثهم وظروفهم وهم بعانو من مرار فراقهم واستحالة مصارحتهم عن مشاعرهم لبعض ,Negative
لغة ضعيفه جدا تتخللها كلمات عاميه ليست بالشكل المطلوب حقيقة خاب املي بالكاتبه خاصة عندما قرأت هذا الكتاب وجدت القصص لا تحتوي على عنصر المتعه او حتى التشويق من وجهة نظري ومن منظور آخر لا اجدها واقعيه اصبحت اقلب الصفحات فقط لأنهي الكتاب ,Negative
تحاملت على نفسي كثيرا لأنهي هذه الرواية قطعت أكثر من نصفها لم اجد قصة او عقدة كل ما في الامر غموض خيال واسع الى ابعد الحدود الرواية تتحدث عن بلدة يقرر فيها الموت ان يتوقف عن الموت لمدة اشهر متتالية ليتراكم اشباه الموتى او اشباه الاحياء على حد سواء في المستشفيات دور العجزة دون سابق إنذار يقرر الموت مجدد اعادة ممارسة نشاطه ليقتل في اقل من ثانية ما يزيد عن الف روح لانه عاد كان يتوجب عليه ان يعود بطريقة مميزة فمن اللحظة اللتي عاد بها اضاف تقنية جديدة لمن يتوجب عليهم الموت رسالة بنفسجية اللون تخبر الضحايا ان امامك ثمان ايام بعدها ستموت بصورة راقية ففي تلك البلد الموت لا يأتي دون سابق انذار او بدون موعد تبدأ الرسائل بالوصول الى الناس الا ان هناك رسالة تأبى ان تصل للصاحبها تعود مرة اثنتين ثلاث فتقرر الموت اللتي هي الآن على هيئة انثى ان تذهب شخصيا لتسلم الرسالة الى العازف الموسيقي الذي يرفض الموت يتقابلا يتحابا تقرر موت الا تميته انتهت الرواية الى هذا الحد الذي خيب آمالي حقيقة ,Negative
كتاب رائع يروي فيه حياته وطنيتة الحقيقية التي كان مستعد فيها ان يحارب العالم كله فقط من اجل وطنه ويحكي في طياته ايضا كيف الخونه واللصوص والانانين يخترقون المجتمع ويشووهونه حتى وصلت بهم التسبب بخسارة المانيا احدى الحروب تلاحظ ان هتلر لم يكن عنصريا الا بعد اسباب كثيره جعلته يفكر هكذا وجعلته يعتقد ان عرقه هو العرق السائد ,Negative
ممله لدرجه فظيعه,Negative
فكره وطرح الموضوع جميله جدا لاشياء حصلت فعلا في ذلك الوقت لكن حسيت انه تحتاج الى تعمق اكثر في الموضوع الروايه قصيره وسطحيه ما كانت بمستوى وحدها شجره الرمان وايضا لم يعجبني الحوار الذي دار عن الملائكه يعتبر تجاوز,Negative
فالبدايه توقعت ان تكون روايه جيده لكن يا لخيبتي فهي بحق اقل ما توصف انها روايه فما هي الا تكرارا لبعض الأثام بصوره مقززه وكدت ان اتراجع عن اكمالها لولا عنادي ذاك الذي يمنعني من ترك اي قصه او روايه دون أكمللها مهما كانت درجه الملل او السخف فيها وياليت هناك ثمن نجمه لكي امنحها أياها ,Negative
هذيان,Negative
بمعجزة ما وصلت لنص الرواية بس المعجزة خلصت وخلصت معاها قدرتي على إكمالها السف اللي فيها عظيم الحقيقة بس الملل أعظم ,Negative
ملل رهيب ما عجبنيش فيها غير شخصيه فيونا,Negative
مغامره في صحراء ليبيا عالم البدو وما يتخلله من عوالم,Negative
مش حلو ,Negative
قد والل غرتني التقاييم والتعلقات واستزلتني مقارنة بعضهم غسان بجبران وهما شتان شتان لو كان الكتاب أطولا لربما ضربت به عرض الحائط ما تلك إلا الضعة والسذاجة الساحقة ركيك من الناحية الفنية غير مقبول من الحس الإجتماعي السليم وما أدهى وأنكى من ذلك كله إلا فجاجة غادة السم ان وجفائها وطلبها من الجامعيين دراسة هذه الرسائل ومن المتعلمين السير بحذاها فالرسائل كانت في عينها ربما ذروة الفن ومنتهاه ورغبتها الملحة في تسجيل دور غرامي تاريخي قائم على حسابها وهي تلك البعيدة النوال وتعترف أيض بإنصرافها لغير غسان وطعنها لدين عرف المجتمع الموجود ووصفه بالرياء واللاوفاء ما أعجب ,Negative
عجبني منو طوق الياسمين ولن تطفئي مجدي وح بلى بس ,Negative
ممـ لطيف ,Negative
الى ابى خذنى من يدى الصغيرة الى مدينتك مثلما كان الحزن ياخذنى الى مدرستىردنى الى ضفيرتى الى مهرى البنى الحزين ردنى الى صورتى القديمه فى مراتى خذنى حيث للاطفال قلوب ملونه وللاحصنه الخشبيه اجنحه,Negative
كتاب مناسب لسن فكرنى بايام المغامرين الخمسه الشياطين ,Negative
بتخزي ,Negative
رواية عاطفية ولافائدة منها,Negative
ما حبيتها,Negative
ابدا ماعجبني فكره الخيال قريت النص في جلسه وحده وماقدرت اكمل وانا مو من عادتي كذا حسيت وانا اقرا اني اقرا شي مبتذل واعرف نهايته من اول شي,Negative
كتاب رائع لكني حسيته بسيط حتى بأحداثه يينفع للي يملو سريع او للمبتدئين بالقراءة,Negative
ما اعجبني حسيته سوالف ولا طلعت بأي فائده,Negative
ماتحمست معها ,Negative
سبحان اللي صبرني اني اخلصها رغد البنت اليتيمه اللي اتربت في بيت عمها وحبها ولاد عمها الاتنين وليد وسامر وابن خالتها حسام واخو صاحبتها عارف لكن هي اتعلقت بوليد اللي رباها وهي صغيره ودخل السجن بسببها وخرج لقاها مخطوبه لاخوه سامر راحت هي سابت سامر راح وليد خطب اروي وف الاخر رجعوا لبعض واتجوزوا سيدتي ماهذا الهراء ما هذا التكرار العجيب للأحداث وللكلمات ماهذا المسلسل التركي الممل ماهذا الأستك الذي أمسكتيه اثناء التأليف واستمريتي في ده حتي اوشك علي الانقطاع بل انقطع بالفعل اين الحبكه الدراميه اين الدرس المستفاد ماذا أردتي توصيله لي كــقارئه ماهذا الطول العبثي نجمتان الاولي للحب من النوع الخاص الذي اجتمع عليه رغد ووليد ولا اعرف ماهيته او كونه موجودا بالفعل لكني احببته والاخري لــظني ان الروايه لها يد في اكمالي لها ربما لرغبتي بمعرفة النهايه او رغبتي بالاصابه بالمزيد من الملل,Negative
قصص ومواقف منوعه يتحدث عنها الكاتب اغلبها قصص مأخوذه من أفلام ومسرحيات شاهدها عبد الوهاب من قبل وحكى عنها ومن ثم اوضح رأيه الشخصي فيها التنويع في الكتاب جميل ولكن مع ذلك شعرت بالملل حتى قبل أن أصل إلى منتصفه فأسلوب الكتابه سردي جاف ولا يحمل التشويق الذي يساعد على اكمال القراءه وهذا ماجعلني استغرق أمدا في قرائته سعيده لأني أنهيته أخيرا,Negative
من اكثر كتب الاثارة والتشويق والرعب لا ينصح به لضعاف القلوب والخوفين الصراحة الجزء الاول اكثر متعة واحسن من الجزء التاني الخاص بالقدرات الانسانية الغير طبيعية وما وراءوتحت الطبيعة والملئ بقصص الرعب التي قد تمنعك من النوم لمدة من افضل القصص الجزء الاول الذي كان يصرخ الف يوم جمعية الادباء الصامتين فقط هذا الكلب الاسود عاد ليقول ما الذي راه بعد الموت بشرط واحد الا تخاف ومن افضل القصص الجزء التاني راسبوتين من أجله تتوقف الدماء كراولي وردة المصرية تصلي في متحف القاهرة اقتباس العقل الانساني قوى هائلة لا نعرف عنها إلا نماذج قليلة ولكن هذا القليل سوف يهدينا الي الكثير وما أوتينا بالعلم الا قليلا مثلا ألم يحث انك وصديقك نطقتما بنفس الشئ وقت واحد ألم يحدث أنك قلت شئ وإذا بصديقك يقول نفس الشئ ياسلام كانت طرف لساني ألم يحدث ان تلتفت وانت تتثاءب فتجد انسان اخر يتثاءب نفس اللحظة هذا يسمى توارد خواطر او وجود رغبات وقت واحد عند اثنين بلا اتقاف بينهما او دون ان تكون بينهما ادنى صلة كان بيت كراولي غرفة تسمي غرفة الكوابيس وفيها تقام صلوات خاصة فيها الصراخ والقبالت والخمور والمخدرات وتنتهي عادة بأن يموت احد الموجودين وفي معظم الاحيان تكون امرأة وتكون الاقبح فيهن وعندما ينتهون من ممارستهم الجنسية ويختفي كراولي من وسطهم يجدونه ارتدي ملابس البدو ويتحدث بلغة غريبة لا يعرفونها ومن الغريب انه يصر علي الحديث بها بالضبط بعد نهاية تلك الفصلين الاكثر رعبا الكتاب ذهبت ابحث عن راسبوتين وكراولي وكانت معظم النتائج عن عبادة الشطان وطقوس عبادة الشيطان والشخص الذي يموت فهو الحقيقة يضحي به ويقتل واتعجب لماذا لم تنتبه الشرطة لوجود اشخاص مقتولة بشكل متكرر تلك الغرفة غرفة الكوابيس كفاية الرعب اللي صورة راسبوتين عندما تفتح جوجل وتراها لاول مرة شرب المخدرات وتداول العقاقير المخدرة وتناول الخمر والمسكالين ليست محاولات لرفع الانقاض عن القدرات الخفية الحقيقية للانسان وإزلة الصدأ عن حواسه الاخرى غير الحواس الخمسة التي تنازل عنها مقابل التطور والاندماج الحياة يخربيتك يا انيس ده انت طلعت عفريت انا اتوقع انك كنت بتضرب افيونة كل يوم خميس وكنت بتطلع احلي عمود جمعة كله حكم ومواعظ حلوة قوى دائرة معارف الفنون الظنية هناك نوع من الناس يحب الكلام عن الموت والناس عادة يكرهون الموت والكلام عنه ولكن لاب من النوع من الناس الذى يهون من شأن الموت فليس الكلام الموت ألا نوعا من الحديث الداخلي او الحوار النفسي كأن المتكلم يريد ان يقول ولا يهمني الموت سوف اتحدث عنه طول الوقت قابلت ناس كتير معندهاش مشاكل تتكلم الموت والقبور عادي خالص,Negative
حسبما لاحظت فالآراء تتفاوت حول هذا الكتاب فبعضهم وصفه بالسخيف والبعض الآخر مدحه حتى وصل به للسماء أما أنا فلا أعترض مع آراءهم كن كونه سخيف لأنه كان بالإمكان التعمق أكثر والإستعانة بآراء أكثر وعدم الإكتفاء بما يمليه الحس العام لكنه بذات الوقت مفيد إنه يقول أشياء نقولها نحن بأنفسنا بقلوبنا وعقولنا لكن كثير منا ينكرها ويخشى التلفظ بها أمام أحد حتى لا يدينه أو برجولته عندما يجده في صف المرأة التي ما هي بالنهاية إلا أمه أو أخته أو زوجته أو إلخ,Negative
الكتاب من اوله ما يشجعش ابدا انك تكمله حسيت بملل في معظم اجزاء الكتاب اكتر جزء عجبني أن تنسي وبعض الأجزاء الاخري في اخر الكتاب,Negative
اي يق الش ان الجرأة ال الع الب اة يط الب اي يق ات يق بقرائتها يق الك ات الع يم باولو ال ال اي الخ يم ائ ,Negative
إلى ان وصلنا لنقطه احتمال اصابه البطل بالفصام كنت اعتبرها روايه جيده خاب ظني بعدما تحولت بعدها إلى فيلم امريكاني الكاتب دارس لفن السينما مما اثر فيه بشده يبعده من وجهه نظري عن مصاف الادباء يقربه من مصاف كتاب السيناريو,Negative
نفس الحياه بين بلدين بلد باحتلال اجنبى وبلد باحتلال محلى والفرق ان الاحتلال الاجنبى اهون من الاحتلال المحلى ,Negative
الاثبات العلمي الواقعي على انو التسويق ممكن فعلا يعمل من الحبة قبة الكتاب بيبلش منيح بعدين فجأة بيخبطك شعور انا وين سامع هالاشي قبل بتتذكر المقامة الرملية لهشام غرايبة اللي مكتوب احسن طبعا الزخرفة الزيادة الاستعارات من جمل القرآن ماراح تحسن من القصة مبالغ في تقدير الكتاب الهيصة اللي صارت دليل انو القراءة موضة فياعة هاي الايام بالنسبة الي المقامة الرملية اقوى محكمة اكتر في ناس مش ماخدة حقها لانو ببساطة ما عندها نفس نوع العلاقات,Negative
لا اعرف ان كانت تصن رواية انها تعبير عن الم واقع عانت منه نساء الجزائر تعانيه اليوم النساء على امتداد العالم العربي والذنب الوحيد هو الصمت تعاني النساء وتصمت فيظن الجاني انها مذنبة في يقول لو كانت محق لطالبت بحقها ما رضخت لظلمي نعم نحن النساء تكب لنا اغلال المجتمع نسينا ان جميع الاديان كر مت الانثى فلم نطالب بحقوق هي لنا اصلا بالنسبة للكتاب ارى فيه نماذج مختصرة واسلوب خجول بالتعبير كنت انتظر شيئا اقوى في المحتوى كنت اريد صرخة اعلى,Negative
من الاخر لا يستحق انه يكون كتاب اسلوبه ضعيف حدا جدا ومش ممتع وخلانى افكر كتير قبل ما اقرا حاجه تانية لابراهيم غيسى,Negative
التصوف المغشوش افيون الشعوب,Negative
شخصية أسطورية تحمل خلف قناع صاحبها بحثا عن جواب لسال محير أيهما أكثر أهمية القانون أم العدالة الرواية كك فكرتها جديدة فـ نفس الوقت الكاتب حطها إطار أظهارها بطريقة ختلفة مشوقة إلي حد ما أول جزء سيف العدالة كان الموضوع جديد بالنسبالي أكشن بقي كمية فاجأت غير عادية كنت أتوقع حاجات أتفاجئ بأحداث تانية خاالص بس الفكرة عموما كانت شداني عجبني دور نديمـ جداا مبدأه نيجي للجزء التاني الل ميختلفش عن الجزء الأول التالت كتير وجهة نظري الموضوع كله بيدور بنفس الطريقة مع أختلاف الأشخاص الل بيكون ضدها غير كده كله نفس المنوال يمكن جمل أتقررت فـ كذا موقف بنفس الطريقة كل مرة نديمـ غادة مهما قابلوا صعاب كانوا بيطلعوا منها بسهولة بطريقة لا صدق المخرج عاوز كده بس ده ميمنعش إن طريقة السرد سلسة بسيطة برضو لس هقرأ الكتاب التاني عندي أمل إنه يكون أحسن ,Negative
أغوشي يا أغوشي بين نبض الحياه محاذاه الموت الذي حاولت الكاتب ان يصوره لم استطبع ان أرى أكثر من قوادات متمرسات بالدناءه عاهرات عذروات تسليه محزنه شيخوخه صدئه محاولا عبثا إرجاع الشباب بمداعبه جسد فتاه نائمه كضريبه رخيصه لما مضى,Negative
تأريخ عاطفي ,Negative
 رومانسيه خانقه مذله لا ارى الا فتاه غبيه احبت رجلا متغطرسا مغرورا حاقدا على شبابها ونجاحها بينما هو برغم ما عنده لم يحقق ما يحلم به فعمل على تحطيم هذه الفتاه كسرها لكنها اخيرا انتبهت الى نفسها نجاحها وتركته متحسرا على ما حققته الروايه مليئه بالتفاصيل الممله,Negative
روايه قحه صادمه للغايه كرهتها بشكل كبير اندم على مثل تلك الانواع من الكتابات التى تتعبر ادب فرويد علم النفس براءه من تلك الشناعه,Negative
هادي الرواية آثارها النفسية أظن حتقعد معايا إلين ما أموت أتعلمت بعد ماقرأتها اني دايما أفتح آخر الرواية أتأكد من وجود نهاية أو لا آخر شي كنت أتوقعه بعد قراءة صفحة هو استشهاد الكاتب الرواية خيالية لدرجة عاالية ماعجبتني بس حبيت أعرف النهاية أنقهرت جدا لمن وصلتلها أكتر الناس الي أعرف إنهم ممكن يوصلوا لدي الرواية أنا محذرتهم الأولى ما أعرف للي يحب الخيالات الواسعة والنهايات المفتوحة يقرأها ربما يعطيها نجمات خمس لطن بالنسبة لي نجمة واحدة تكفيها لإجتهاد الكاتب وتعبه الابحار في خياله اللامحدود ماشاء الله تبارك الله,Negative
بديش أسم يه كتاب لأني مش حابب يكون في إسم كتاب على عمل مثل هيك لم تصل للغموض لم تفعل سوزان في هذا الكتاب شيء غير أن تجمع الكلمات فوق بعضها دون أي قاعدة تربطها فيما بينها ,Negative
كبداية اولى للكاتب اعتقد انها موفقه طريقه الكتابه بسيطه جدا كان الافضل يتم تنقيحها والانتباه للتفاصيل اكتر من هيك غير هيك فكره حلوة موفق للكاتب,Negative
اولا فهرس الكتاب لو يعجبني ماذا كان سيحدث اذا كتب الكاتب اسم مجموعه وما يدل لونها بدايه كل فصل ثانيا لم اشعر به بترابط حتي حينما قسمهم الكاتب لو اشعر ان تغريدات القسم الواحد مترابطه فيما بينها عجبني قسم الرومانتك وبعده المساء لاني غيور جدا ساسرق نوافذك وابوابك وكل الطرقات المديه الي قلبك,Negative
مخي للآمال ,Negative
مش سيء بس بيرفع الضغط ,Negative
لا أدري لم الدكتور متحامل بشكل كبير جدا على اليسار ماركس والاشتراكيةو عبدالناصر وكا لا إيجابيات لهم هذا غير عدائه الغريب للعلمانيين ماركس شيخ اليهود فرويد اليهودي الآخر في كتاب أكذوبة اليسار الإسلامي مش عارف شو كمان كلامه عاطفي أكثر بكثير من كونه علمي مدعوم بحقائق ودائما الغرب لا هم له إلا القضاء على الإسلام فقط وكانه لا يوجد شيء اسمه سياسة مصالح بغض النظر عن الدين في الحقيقة يبدو أن الفقاعة حول الدكتور مصطفى كانت كبيرة لانه كان ملحدا ماديا ثم رجع للإسلام ولا أجد أن إنتاجه المعرفي يتناسب مع الهالة الكبيرة حوله ,Negative
مضيعة للوقت,Negative
فلتغفري خيبتي الثانيه مع اثير,Negative
نجمه للوقت اللي ضاع فقريتها ,Negative
نجمة وكتيرة عليه معلومات الكتاب التاريخية السياسية صحيحة بس صارت مبتذلة ومكررة ومعلوكة مليون مرة الطريقة بتقديم المعلومة نوع من التشويق البايخ يلي بيعتمد على الغموض والأساطير وبعيد كل البعد عن الذكاء والاحترافية حاجة بقا قصص شر وقتل ومآسي رعب ونحطه كله بضهر الشياطين الشر من جواتنا بيطلع ما بده شيطان يحكش فيه نقطة من أول السطر,Negative
سيء جدا جدا جدا جزء من السلسلة اللي تهدف لبهدلة وتسخير المرأة أظن كتب الكتاب وحاطط هل الحديث امامو بمامعناه لو ان رجلا طلب من ارمأته ان تلحس قيحه ورفضت لوجب عليها النار,Negative
