Feed,Sentiment
ولكنني لما رأيتك راحلا بكيت دما حتى بللت به الثرى كارينيو,Negative
الصبر صفة جيده لكن سيئه جدا ل المشتاقين,Negative
كيف احط كوكيز ف المطبخ واروح واخليه بروحه كيف,Negative
انا مبتليه بصديقات الله لايبلي مسلم مثلهم,Negative
للاسف قمة الكالتشيو بين اليوفي ونابولي في نفس توقيت مباراة برشلونة,Negative
للحين تتحت تأثيرها كنت فاقدة الامل انها تعرف من جودت,Negative
اربح مع الامتياز يارب ارزقني الفوز وانت خير الرازقين,Negative
بلغت فرحة تعليق الدراسة من قلوبنا مبلغا كبيرا ولم يعنها أمر الريح في شيء مع أنها كانت عذابا على قوم د مشعل الفلاحي,Negative
في ناس تصارع في الحياة وانا نصارع في سني,Negative
الوسادة تحمل رأس الغني والفقير والصغير والكبير والحارس والأمير لكن لا ينام عليها بعمق الا مرتاح الضمير,Negative
صباح اخر يوم في الكويت الحبيبة,Negative
يا لحبنا هذا كيف اتى و رحل,Negative
خرزامة النواميس نوم عيني يال بريك,Negative
الشوارع تمتلئ بمزيج من السرسجية مع الاندر ايدج,Negative
من ناحيتي انتظر الأسطورة لكن للأسف تأخرت كثير,Negative
لما انسى كتبي اب ويسكرون,Negative
يارب أرح نفوسا تتألم ولا تتكلم,Negative
النسيان هو فن الحياة السعيدة,Negative
ربنا يصبر كل شخص فقد أمه وان شاء الله اكيد في مكان احسن,Negative
عدنا للسهر والعمل ليلا,Negative
مره كتبت ذنب أني خلقت امرأة ونشأت داخل القطيع أقتات على حلم بسيط وعصا الراعي تهش على ساقي,Negative
لست حزينة لكن روحي ممتلئة بالبكاء,Negative
لحظة غضب قد تجعلك تخسر كل شيء فكر قبل أن تطلق العنان لعصبيتك وتعلم فن ادارة العضب,Negative
عند النوم يبدأ حفل زفاف الذكريات,Negative
لو تسمعون صوتي وانا اغني بتعرفون وقتها ليه الأغاني حرام,Negative
احلي بلوك في الكوكب رمضان,Negative
يارب احل في الكويز و يارب انجح,Negative
السلام عليكم السخانه كيفك والله سخانة بس الاخبار الحر الحر الجديد كتمة م طبيعية والله,Negative
صباح اخر يوم اختبار والله يجعل ختامها مسك,Negative
منابر الشآم تفتقدك الذكرى الرابعة لاستشهاد شهيد المنابر العلامة محمد سعيد رمضان البوطي الرحمة والسلام لروحك,Negative
عندي احساس في داخلي انه نهائي الكاس بين الاهلي والتعاون,Negative
ربي لا تختبر إيماننا بفقد يؤلم قلوبنا,Negative
و لا احد انا نفسي ما اثق فيها ثقة عمياء,Negative
يارب عوضنا عن كل حاجة فقدناها خير,Negative
أشبعني قربا غدا سيأخذني القدر دون أن أودعك,Negative
ثم إن قلبي يخاف عليك من أدنى وجع,Negative
الناس عندهم حب اقل شي الا انا وياك حتى مو لاقين لاكن الله لنا,Negative
انتيهوا لأطفالكم سيسألكم الرحمن عنهم,Negative
اكبر مبلغ قد صار بحسابك الف ريال سعودي قبل سنوات,Negative
جعل من يكسر خواطر نظيفين القلوب ينكسر قلبه ويبطي مايلقا له دواء,Negative
بعدها تكذب يا نظر عيني تقول اني عن الناس أكافيك,Negative
الصحبه الحقيقه هي الي كلكم تكرهون نفس الاشخاص,Negative
لن تكون مثل سهره سرور ولن يكونو كريلتي هاني حياتك,Negative
لما أدز سناب و أنا أغني,Negative
لا تنزل الدموع إلا على الغالين فقط,Negative
لمن اضيع وقتي وانا اكتب الورقه البحثيه,Negative
الساعه كنت اريد السوار احلى,Negative
صعبة من بعد المحبه يلقى قلبك من تحبه,Negative
للأمانه الآيات في القرآن سببت لي حيرة وحيرة وصلت للشك وقال تعالى سنريهم آياتنا في الآفاق وفي أنفسهم حتى يتبين لهم أنه الحق,Negative
دايما اقول اخر اسبوعين اصعب اسبوعين,Negative
اقسم بالله اني اكره الصوت الحاد,Negative
الحمدلله حمدا تطيب به النعم,Negative
المذاكره ل آخر ماده هي الإختبار الحقيقي صعب مره مره الله يوفقني وإياكم,Negative
حياتك لا انا ضد افكر ب الاجابه ولا الاكل,Negative
الحلم هو عبارة عن مجموعة مم الصور عن المستقبل وواقع نرسمه في الخيال,Negative
وانا أفكره انه عن المسلسل ذكريات لا تموت,Negative
اصعب شعور في هذه الدنيا ان تكون متوفي وانت ع قيدها فرحتك بألم وضحكتك بوجع الله يرحمك يا أمي,Negative
فيء ظلام ء الليل ء ي كثر ء الموآجع ء ذكريآإت ء أحزان ء وأشواق ء السنين ء,Negative
انا اتعب لي متى ما احكي في سيرته الدنيا غيرته خلاص مافي داعي,Negative
ياثقل سرور ياربي كيف كذا دمعته ولا طرفت حتى,Negative
سنة رابعة والحبر والطباشير والاوراق,Negative
عاشر من الناس كبار العقول و جانب الجهال أهل الفضول واشرب نقيع السم من عاقل واسكب علي الأرض دواء الجهول الخيام,Negative
كمية الإزعاج في أغنية مرني بصوت الجسمي لا توصف,Negative
والله هذا ما صار عليها يومين أأخ من الندم يعور,Negative
الأمور ليست على ما يرام باجر دوام,Negative
فقيدتي النائمه ها قد مضى سنة واربع أشهر على فراقك غفر الله لك وأسكنك الجنة التي وعد بها المتقون,Negative
لا تثق ب أحد كثيرا تذكر ان الشيطان كان من الملائكة,Negative
بئسا للذي ينظر عيوبك بعين صقر وينظر الى محاسنك بعين الكفيف,Negative
رضيت ب الغياب و لكن الذكري لم ترضي ب الرحيل,Negative
اقوى موقف محرج في قناة بداية وفي برامج الواقع حياتك,Negative
وكأن الذكريات لا تنبض الا ليلا,Negative
إن شفتني مع غيرك لا تتضايق تذكر إني كنت أبيك واهملتني,Negative
اذكرو آبوي بدعوه تسعده في قبره لعل احدكم اقرب الى الله مني منزله,Negative
وكنت اتمني ان الوقت الذي يمر بهذا السرعه يكون معك وحدك,Negative
مصدعه ماقادره اذاكر اريد شاي موده,Negative
كن صامتا لا تبلى حسنا او سوءا,Negative
ظروف بعض البشر مدفونه في أعماقهم فإن لم تعرفها فأكرمهم بحسن الظن,Negative
ه احبهم كل ما اشوفه اصيح من الضحك اكثر من قبل,Negative
كيف حال قلبك يسأل الله الاستقامة قبل توقف نبضه,Negative
تذكرت مقولة ابن تيميه ما يفعل أعدائي بي أنا جنتي و بستاني في صدري فرج الله عنه حميدان التركي يحكي بدموعه,Negative
الاربعاء كانت مباراة حاسمة اليوم مباراة حاسمة اعصابي خلصت,Negative
انت اجمل لما تكون انسان عفوي ولطيف جدا,Negative
يسآلوني عن سبب الحزن ف عيني لم يدركوا بآن فقدان الأب يقتل,Negative
ما يحدث للنصر يسمى جحفلي,Negative
نيةة المذاكرة ترهق اكثر من المذاكرة نفسها,Negative
وأن لا احمل كرها لاحد فربما في داخلهم حبا في القلب يخفون فما الحياة سوى مطار قادمون منه ومغادرون,Negative
عفكره في بنتين ضافوني ف سناب كل ما اقولهم ش يوزركم ف تويتر م يقولون,Negative
حثالة لازيو بدؤوا قذارتهم,Negative
اليوم سمعت ل امينيم ونفسي أحضن صوته,Negative
قد لا نبكي ولكن تأتينا غصة تؤلمنا أكثر من البكاء بمليون مره,Negative
بداخلى بوح لا يحتاج أذن تسمعه بل أحتاج إلى قلب يشعر به,Negative
أعمارنا في الثلاثين وأوجاعنا تجاوزت المسنين,Negative
بالضبط ساعة نوم صبح الخير تويتر,Negative
اكثر شيء يضيع منك مفاتيح,Negative
قاطعتك نعم لكنني لا أكرهك وأيامنا الجميلة تلك أكبر من أن يستوعبها النسيان أنا فقط أحاول أن أجعل المسافة بيننا بحجم ذلك الحلم الذي انكسر,Negative
وأما الإن تعود الايام إلى الملل,Negative
لماذا يعيش السمك في الماء ولماذا الاثنين قبل الثلاثاء لماذا نحن هنا هم سؤال صعب سؤال صعب سؤال يراودني,Negative
لغه العيون بيني وبينك يوجد بها عتاب,Negative
حبذا ولو كان تقليدي ويتبعه حب لو امكن يعني,Negative
فرحة هدف ستوك سيتي غصبن عني فرحت لأني بينهم ليفربول ستوك,Negative
اقسم بالله أندم على كل يوم يبتعد فيه قريزمان عن ريال مدريد,Negative
كيف بصبر وانا شايف ناس من حولك كثير,Negative
تصبحون على أحلام محققة,Negative
لو لم تكن هذي الدنيا هينة على الله لما جلس في يوم العاشر من المحرم شمر بن ذي الجوشن على صدر الحسين ليحتز رأسه,Negative
وضعي الان الناس نايمه وانا اعاني من اسناني,Negative
تجاهل مشاعرك كثيرا وأستوعب جيدا أن لا أحد يدوم لأحد,Negative
لو كفاني شر النوم لكنت وكنت,Negative
ثانوية جابر الأحمد ثانوية جابر الأحمد الصباح للبنين,Negative
كل شهداء الفداء على اسمك يا رسول الله فاشهد يا رسول الله,Negative
لا تناقش ولا تجادل يا اخ بدر,Negative
ذبحني الشوق في غيابك ليالي الشوق في غيابك خذتني,Negative
الله يرحمك ويغفر لك يارب ويجمعنا معك في الفردوس الأعلى,Negative
والظلم في شرع الحبيب عدالة مهما جفا كنت المحب المولعا,Negative
قلمي يكتب حرمانا رباه ماذا يحصل في اوطاني,Negative
جميلة مليئة استوقفني بيت انشد يتيم الأب,Negative
البنات خرفان الاتراك وبنت تراممب,Negative
حياة بائسه كطبيب اطفال طفلته متوفيه,Negative
مرهق جدا والنفسيه زفت اما اقوم انام,Negative
مضيق سيدي جابر الجميل,Negative
اي مكان بعيد عن تويتر وصلت مرحلة اني قمت اقط خيط وخيط,Negative
يامريسل خاف الله كيف وضعت أنت كلنا زعلانين في بداية كلامه,Negative
ما عدت أقوى عطشي لكأس من رحيق عشقك أشرب منه حتى الثمالة فلا أفيق ولا أرتوي منك,Negative
ولا تؤذينا فيمن نحب يا الله ولا يمسهم وجع فيمسنا ضعفه,Negative
نستحفظك الليلة عيسى بن قاسم,Negative
يجعل نهاركم مزقطط ان شاء الله,Negative
ياربي كيف تحمل يشوف جيمين وعادي,Negative
ريال مدريد اتلتيكو مدريد اسوء مباراه اشوفها للاتلتي شي غريب يا سيموني,Negative
ثم تأتيك ساعة تفقد فيها قدرتك على المقاومة فلا أنت قادر على الاستسلام ولا قادر على أن تقاوم,Negative
أجدت الوصف والتعبير عن الصورة ابتسامة تبكي,Negative
كمية خمول في هذه الإجازة مش طبيعية والله,Negative
والله لقطة الموسم قلبي يوجعني كيف يرحل لاعب مثل الفيس,Negative
أراك كل يوم وكأني لأول مرة أراك,Negative
اكثر انسانه تضيع فالدنيا انا,Negative
اغلى واعز واجمل وارقى هدية حصلت لي في حاتي والله أحبكم,Negative
اغلب مشاعرنا تؤكد لنا أن من عود نفسه العمل لهواه لم يكن أشق عليه من الإخلاص والعمل لله,Negative
منذ الصغر كانت تستبد بنا شهوة عارمة لتغيير العالم وتغيير انفسنا فلا شئ تم ولا شئ قد اكمل,Negative
بالله قولوا لي انا كيف بتخرج وبروح بدون استاذاتي اضيع انا والله,Negative
عندما تشعر بأنك مصدر ازعاج و ضيق لشخص تحبه بتعد قليلا إن سأل عنك فقد ظلمته و إن لم يسأل ف ارحل بهدوء,Negative
النت حقي محدود واذا دخلت اليوتيوب احس اني في خطر,Negative
انتظر السيل من متى ولما نزل كنت نايمه,Negative
يقول ملا باسم اشمحله العمر لو في كربله يقضي اسأل الله ان لا يطول الفراق ي كربلاء,Negative
البعض وجودهم فالحياة نتيجة فشل حبوب منع الحمل,Negative
الشكوى لله اصلا يسمنن,Negative
لحظات مؤلمة عندما يسيء الظن بك ولا يعلم ما فعلت لإسعاده,Negative
السخآء الكرم كآن يطلقون عليه حآتم بيت عبد النبي ألف رحمة ونور تنزل على قبره,Negative
يا تكون قد الحياة يا تعيش وحيد وسط الدروب,Negative
كل يوم يعدي نشتاق لك فيه أكثر,Negative
البعض يكون مظهره الخارجي انسان لكن محتواه الداخلي حديقة حيوان,Negative
لاترهق نفسك بلوفاء فلجميع يجتاحك وقت المصلحه زمن المصالح,Negative
تذكرت لازم انام علشان اروح الروضة ويا اختي,Negative
فليذهب هذا الصداع إلي الجحيم,Negative
مؤلم حقا حين نفتقد أشخاص ليسوا أمواتا لكن ماتت الصفات القديمة التي أحببناها بهم البعض لا يبقى من أجلك بل يبقى حسب حاجته إليك,Negative
شوق يدفعني لأراها أمي ذكرى لا أنساها,Negative
عوضني يا الله عن كل شي أحببته ولم يكن لي,Negative
كم انا محتاج في بعدك صبر,Negative
أتصبر وأقول إني على البعد قاوي والله أعلم بقلب فيه الأشواق حيه,Negative
تركوني وحدي وحدي تركوني,Negative
مازال البعض يظن يظن أن السيارة وسيلة لإظهار المستوى المعيشي و الإفتخار و ليست وسيلة للنقل للأسف,Negative
يا من ترون الحزن في أعيننا ولا تستطيعون مساعدتنا إنا نعذركم انتظروا قليلا ارجوكم اعذرونا لأنا لا نستطيع مساعدتكم ونحن نرى أحزانكم,Negative
صبرا لحزن سكن أرجاء الفؤاد,Negative
اسوا مهمة تجهيز لزواج كثير علي زواج اخوي واختي بنفس السنة مهمة صعبة جدا,Negative
يارب قد عز علي طلبي وهو عليك هين,Negative
تكون وحيد أفضل من أن تكون بديل لوقت الحاجه,Negative
لم يكن لي قلب ثاني في جسدي من اجل ان احب غيره ولو كان لدي لاحببت بقلبي الثاني ما احببته بالأول,Negative
أنا أحمق عندما أعطي كل الحق على من لا يستحق وأجعله يسلب مني حياتي ووقتي وتفكيري وادور مشاكل,Negative
كانو حسابك الفيس بوك مختفي,Negative
يارب المعلومة تدخل من اول ما اقراها,Negative
كنت تقول لي امس يلا نتابع مسلسل صح النوم الله يرحمها,Negative
بينما انت تلهو في واحد بيتحرش بختك,Negative
أعطني رأيك بسرية تامة و صراحة,Negative
يا جماعه صايره اكره النهار احس بس ابي انام و ما اقوم الا بالليل,Negative
اذا الخيل لم ترمش من طلق الرصاص فاعلم ان اللذي على ظهرها لا يرحم,Negative
يارب اكتبها لنا الاتحاد النصر,Negative
راحت رحلنا عن بعض لكن تركنا بالقلوب أشواق,Negative
لما يمسكك عرق في كراعك,Negative
لبنان جو لبنان شعب لبنان جمال لبنان جعيتا كل شي في لبنان اكثر شيء اشتقت له,Negative
كريستيانو مسجل هدف في آخر مباراة ضد الأندية الألمانية يلعن أم القوة,Negative
للاسف مستوى لوكا السيء متواصل,Negative
بنظري الرجل الكامل هو الذي يحتوي المراءه بانصاته اليها والاخذ برأيها وعدم تجاهلها وغير ذلك فهو ناقص بالنسبة الي,Negative
اعطف علي يا ريم يا نافر الغزلان,Negative
و إذا سألت تحبني قلت لي كنت و انا أبتسم من باب حب الدعابه,Negative
لكن شيئا ما إنطفىء داخلي,Negative
شعور يهز ثبات القلب لما العيون الي تحبها تتأملك,Negative
للابد اكره قومة الساعه,Negative
حين يختطف الموت أحد أقرانك الأصحاء فإنه يعيد تعريف نفسه في وجدانك أحسن الله عزاءك وغفر لميتك,Negative
انسى ان ارجع تانى احنلك يا مهزأ,Negative
شيء ناس الفولورز عندهم بالالاف كيف ما اعرف والله تغريداتهم خرا,Negative
الصمت يخفى داخله لمست عتااب والبوح دولة يصعب العيش فيها,Negative
تفاهة الرسالة او اهميتها تعتمد على كاتبها لأن والله حتى النقطة من البعض تنحب,Negative
اطالب بحذف التغريده ذي لني تمصخرت فيها كثير حسبي الله عليكم,Negative
يا ملك الموت هل لي طلب من عندك أرجو منك ان لن تقبض روحي الا وانا في وطني,Negative
يوم متعب ذهنيا و عصبيا,Negative
التايم عبارة عن شخص قاعد ينفض حق نفسه,Negative
احدهم كتب أبي ماعاد بيتنا حلوا كسائر البيوت أبي ألقاك في المنام وكلما أصحو تموت,Negative
برشلونة يوفنتوس هاردلك للعشق برشلونة هاردلك للعظيم ليو ميسي,Negative
اشتقت لك و كل منا في بلد,Negative
أصلا أحلى طفله و أحلى من يتحلطم أنا,Negative
طبيعي أشتهي كنافة هالوقت,Negative
مصائب الدنيا تداهمني من كل حته ياقدعان,Negative
جسد هنا قلب هناك وبال بعيد جدا,Negative
ه كله بسبب الدفاع الغبي,Negative
لما يترجم الانزعاج على شكل احلام غبية تأذي النفس البشرية,Negative
شايف كيف مدري وين اروح انا وين اولي,Negative
دعواتكم لي بالشفاء من يومين ووضعي الصحي,Negative
ونعوذ بك يا الله من هشاشة الروح,Negative
مدرسه أميمه بنت النعمان تفوز بلقب اخس مدرس في البحرين لسنه,Negative
إلى الآن أقرأ الخبر وكأنه حلم,Negative
منشن وغرد اروع حساب سناب تسجيل الدخول لن تندم,Negative
من انتم لولا البسطاء الحرب ضحاياه البسطاء والجوع ضحاياه البسطاء والحب ضحاياه البسطاء من أنتم لولا البسطاء,Negative
بغداد ما اشتبكت عليك الأعصر إلا ذوت ووريق عمرك اخضر هل زرت بغداد,Negative
ذكرى انفطار القلب الصغير وارتخاء اليد التي كانت ترويه بسخاء أبوة لم ولن يخلق مثلها ف البرية,Negative
السكوت يعني إحتياج يعني ألم يعني وجع كاذب من قال أن السكوت علامة الرضا,Negative
آراك في جنة الخلد يا دقني العزيزة,Negative
اطول محاضرة في تاريخ البشرية له دقايق ما داوم برد انام,Negative
وكيف لقلبي اذا اشتاق لك,Negative
بصراحه انا أكثر أنسانه أعطي الناس وجه بعدين اندم,Negative
من كثر ما علقوه العابرين صار يكره كل حاجة عابره,Negative
كنت اظن الريح جابت عطرك يسلم علي,Negative
الوقافي له طع ثاني لا يخطر على ملوك الجان الا من جربه فقط,Negative
لايقة علي الحياة المخملية أكثر من الكادحة,Negative
المستقبل الغامض اين انت هل انت مشرق في بلادي ام نبحث عنك في البلادي,Negative
و هناك من يمشي بثلاث فردات من الاحذية اثنتين في رجليه و واحده في رأسه,Negative
شكل الي يزعلون منك كثير لذي الدرجه انتي جاسيه,Negative
صورة توضيحه لما وصل اليه حال الاتحاد طعنة من الخلف,Negative
سفاح الفيسبوك الهارب وجه هذا المخنز اطول من حياتي,Negative
العالم يشتكي من توقف الواتساب تخيلو معي لو ابواب التوبة اغلقت,Negative
يا رب يا رب رحمتك الحمد لله على كل شئ,Negative
بينما انت تلهو هناك من يعرص,Negative
مولد الدكتاتور بتركيا اليوم لن يتمكن الشعب التركى من رفع رأسه مرة أخرى لقد داس اردوغان الطاغية على أعناق الشعب التركى والشعب رضخ بكل ذل,Negative
ماذا لو اجتمع الحب والنصيب معا,Negative
تعادل ميلان ننتقل للارسنال واضح تاريخية بوجود التعيس فنحر,Negative
فقد القدره علي المذاكره والله العظيم,Negative
هذه أكواخ لرجل طيب اسمه أكان في آيدر استأجرت عنده قبل عشر سنوات الكوخ ريال ولكن تغير الحال وتغيرت الأخلاق,Negative
أعوذ بالله من كلمه ألقيها لا ألقي لها بالا فتترك أثرا,Negative
اوله عليك واشتاق لك كل ساعه تمر,Negative
ستقام الصلاة على فقيدتنا مشاعل العساف غدا ان شاء الله بعد صلاة الجمعة في مسجد الملك خالد بالرياض,Negative
النقل الخارجي من قوة اللخبطه لقوا عقيل بالغيث منقول لبرشلونه كيف,Negative
نسأل الله أن يبعده ورجسه عن بيت المقدس,Negative
سقاني صوتك البارح مرار الجرح والترحال صحيح ان البحر مالح لكن العطش قتال,Negative
لكل شيء ثقافه حتى الوقاحه هناك أشخاص مثقفين جدا بها,Negative
يا الله امنيتي ان تشفي امي,Negative
طبيعي كل ما أنذكر الي بالندوة اليوم عيني تدمع,Negative
اين إنسانية الغرب ويلكم من الله وحق هذا الوجود المخلوق لنا وعلينا حقكم لم ولن يذهب الرحمة لشهداء كفريا والفوعة,Negative
احيانا بعض الصدف ترجع لك ذكريات نسيتهاا,Negative
متجمهرين عالاسطورة كيف تسجل كذا,Negative
ليتني ادرك معنئ مايحصل معي لوجدت أسرع الحلول,Negative
كم مرة بكيت فيها أمام عينيك أشتكي من قتل مابداخلي بغير حق,Negative
تفوز سنة بأنها أحزن سنه تمر علي,Negative
يارب اني كرهت عبد من عبادك ف خذه لك قبل ان اتي به اليك ملحو,Negative
اشتقت لي ايام كانت معاك,Negative
الى ما يحصل النصيب يسمي اسمه على الحبيب,Negative
لن يتصل احدهم ليخبرك انه احس انك لست بخير,Negative
اسوأ من غيابك حضورك الباهت,Negative
لي اشخاص ما لو كان خيرا لكان لو كان خيرا لدام لو كان خيرا لأتى لو كان خيرا لبقى ولكنه لم يكن خيرا,Negative
يا ربي أغمض عين وأفتح أحصل هالأسبوع مخلص,Negative
متصوع يأكد لي ان لا شي جديد,Negative
يخربيت الستات وجبروتهم وظلمهم يخربيت الفئة الفاجرة منهم,Negative
كان هذا الطفل يبكي على غياب والدته فأعطاه والده قميصها وعندما شمه توقف عن البكاء,Negative
فقيدي الراحل لقاء في الحلم قد يحيي سعادة في قلبي منذ رحيلك,Negative
ل جدي بقي على رمضان القليلكل عام وقبرك نور ونعيمكل عام ورحمة الرحمن تظلك,Negative
ريال مدريد تعريص من نوع فاخر,Negative
كلمه للي بيرحل وداعية يااخر ليلة تجمعنا,Negative
يارب يكون اليوم ختامها مسك,Negative
ودائما نختار لأنفسنا الأصعب,Negative
كنت اتمنى مساعدة الكثيرين,Negative
كلام كبير والله من الي فكر يكتب هذا الكلام,Negative
حاليا في مدينة كليفلاند الامريكية رجل يتجول ويقتل كل من يجده امامه ويبث الجريمة مباشرة على الفيسبوك يقولون قتل ضحية لحد الان,Negative
الأمر متعلق بك دائما لكنك لا تستوعب,Negative
إنها تنام قبلي صارت وحدة من أمنياتي,Negative
لقد حطمونى احتاج الى البناء,Negative
كان نفسي اجري استخبي فحضنك لما شوفتك,Negative
تعطل الواتس اب فجأة فضج العالم كله ماذا لو استيقظت يوما وفتحت المصحف ولم تجد حرفارفعت الأقلام وجفت الصحف ولم يبق سوى ما حفظ في الصدور,Negative
انريكي لابارك الله فيك,Negative
إنما أشكو بثي وحزني إلى الله,Negative
لربما لم أكن افضل شخص في حياتك ولكن مؤمن عندما يذكر إسمي امامك سوف تبتسم وتقول في قلبك كان مختفا عنهم,Negative
أعان الله شخص فقد الكثير ولا زال يبتسم,Negative
يارب باعد بيني وبين الناس المفلمة بعد المشرق والمغرب,Negative
كان وجع رحيلك عظيما كان أثقل من أن يحتمله بكاء,Negative
الحياة سارت قاسيه بزيادة شاحن انقطع و شاحن ضاع,Negative
كن لنفسك فجميعهم مراحل ستغادرها يوما,Negative
من مبدأ اكرام الذات لا حنين لمن لا يحن,Negative
انا اسفة نسيت الهدية بكلمتين لامك,Negative
السلام على عزيزة الزهراء أم البنين مأجورين صباحكم رحمة من رب العالمين ببركة الصلاة على محمد وآله الطاهرين,Negative
تشابي ألونسو يعلن إعتزاله لعب كرة القدم نهائيا نهايه هذا الموسم لاعب آخر يعلن الرحيل ستفتقده الملاعب,Negative
ولكن السهر والبكاء أكل عينى حتى بهتت,Negative
أيها النائمون في ناس بتذاكر هنا,Negative
غالبا من يبكرون للصلاة يكونوا آخر من يخرجون من المسجد ومن يتأخرون يكونوا أول من يخرجون ليس الأمر كثرة مشاغل ولكنه التوفيق والحرمان,Negative
يارب نصبح على خبر يفرح عشاق الشعب والدنا سلطان أبناؤك يناشدونك,Negative
قليل خوفك الاياب يكون سيء,Negative
كنت محافظا من دنبوع فأصبحت رئيسا من شعب عظيم هذه هي الزعامة اعلان عدن التاريخي,Negative
اكثر انسانه ضحكتني اليوم,Negative
بعض الايام من كثر ماهي صعبه عليك تقول مستحيل تمر لكن كيف نحزن والله موجود واقرب الينا من حبل الوريد,Negative
ماذا فعلت ب قلبي كي اتمناك لهذا الحد,Negative
أنا قابل للإنفجار ابتعد عني قدر الإمكان,Negative
اكره الصيدلة و المايكرو و الحياة,Negative
لا تغريد هدر دمي في سوريا,Negative
اين انت يا صديقي الوفي انني افتقدك بشدة,Negative
ي عزتي له وكان الله فعونه,Negative
مساء الخير يا تلفزيون قطر,Negative
أحب وجه أمي الطيب جدا ذلك الوجه الذي لم ولن يخذلني أبدا الله يرحمج امايه,Negative
قيل لي ذات يوم إنك ستتعبين كثيرا لأنك سريعة التعلق بمن حولك وتعبت جدا,Negative
قد يظن بعضنا أن التسامح ضعف وأن الصمت هزيمة لكنهم لا يعرفون أن التسامح هو سوبرماركت في المعمورة,Negative
والله عيونك كيوت وعشان كذي تشوفني كيوت كيف عرفت قريتها يالحب بس الله كريم,Negative
عمري انفنى وماسكي لم يسجل متى يجي,Negative
كل يوم بعد يوم يزيد عندي التأكد ان كل الرجال أنانيين,Negative
فعلا اشتقت لجمعة التويتر,Negative
غفر الله لروح كانت سببا لسعادتي غفر الله لبسمه كانت تعني لي الكثير عبدالله عبدالرحمن اليحيا,Negative
اكان من الصعب ان تبقي عندما خذلنى الجميع ماذا لو أخبرتك انك كنت الجميع,Negative
لمن تجتمع كل الالام في وقت واحد بطن راس قلب عين تحس بشعور انك راح تنتفخ من الم وتنفجر,Negative
لا نعرف احدا غيرك لنطلب منه المساعدة,Negative
الحمدلله ابتسم لي حظي,Negative
أصعب مواقف الحياة ان تجد نفسك مرغما على تجاهل اشخاصا كانوا في يوم من الأيام أجمل إهتماماتك,Negative
د حمد المطر وصاروخ عابر القارات لصالح عاشور,Negative
لما تصحى من النوم والساعه العصر ويروح عليك يوم مشمس بالكامل,Negative
احلي وقت برمضان رمضان كل وقته حلو الا لما تبدأ مشاوير السوق,Negative
تتلاشى أهمية الحياه بكل مره نخسر فيها شئ لطالما تمنينا دوامه نظل نخسر للحد الذي نؤمن فيه بأن الأبدية كذبه,Negative
متلازمة النهوض من صباح الله ف الويكند لأسباب مجهولة,Negative
و ما أخجلني إلا غريبا يسأل عن حالي كل يوم و شخص فضلته على الكثير لا يدري كيف اصبحت و كيف أمسيت,Negative
كان علي أن أفهم أن الأشياء التي نتجرعها ب لذة سنفقدها بألم يوازي ذات اللذة,Negative
أكثر العبارات خطورة هي نحن دائما نفعله بهذا الشكل ثاني أكثر عبارة سمعتها منذ أن عدت من البعثة الأولى كانت ا,Negative
سأكتفي بك حلما فواقعك لغيري,Negative
قسيت قلبك علي وانا مالي ذنب روح وخلني في حالي,Negative
أخشى أن أعاملك بالمثل فتتألم,Negative
لا لاتفتكر أني سعيد بغيابك مهما ضحك بتم حزين الى أن ترجع,Negative
أحتاج إلى شخص أحكي له جميع ما بداخلي وعندما أنتهي يقول لي أن تركك الجميع أنا لن اتركك,Negative
كيف لي أن اتوقف عن حبك وأنت رغم الأذى تبقى لي حياة,Negative
لن امنشن عيال برمضان كل شي ضدي حتى في رمضان تعبت والله,Negative
كلنا سنشهد هذه اللحظه ف يارب اسألك حسن الختام,Negative
ليمار وبوكايوكو كاغاوا وشاهين,Negative
الامتحان في مستوي الطالب الدكتور,Negative
الزبده انو رجعت بالواتس محادثات ماكان مفروض ترجع مدري كيف جات,Negative
أبشع أنواع الذكريات التى تأتيك وأنت تقرأ شيئا يشبه كثيرا ما مررت به,Negative
نستمتع ب قمة ارسنال ويونايتد والصراع على الخامس,Negative
إذا جئت فامنح طرف عينيك غيرنا لكي يحسبوا أن الهوى حيث تنظر,Negative
صباح الورد المشكلة في التعود على الشتم حتى الأصحاب في سوالفهم العادية,Negative
والله اخاف منها اكثرر من امي,Negative
تبا لهم أشعروني أن طيبتي أسوء مآ أملك,Negative
برشلونة خسران وهذا ضايفني يا الله,Negative
ويست هام مستوى جبار وهدف مستحق توتنهام ينهار,Negative
سلام على قبر إحتضن أعز ماكنت أملك,Negative
حتى لو طال الفراق لا تحب غيري,Negative
لا تكثروا الاهتمام فالبعض يراه اختناق,Negative
والله اعظم لقطة شفتها في حياتي,Negative
قاتل الله المذاكرة الي تصحيك في أنصاص الليالي,Negative
لا تصدق أحد يقولك رمضان فرصة علشان تضعف الهدف برمضان انك تطلع بأقل الخساير,Negative
متى ينسجنو الجن الشياطين ما قادرة انام اتخيلهم,Negative
أكره شي لما تمرض في السفر وماتتحرك من الفندق يوم كامل يا رب اخف,Negative
انا شخص يحس داخله ذبلان,Negative
ان كان جرحي ما كفى انزف لك جروح جديدة,Negative
وداعية يا آخر ليلة تجمعنا سريري الحبيب,Negative
معنى السعادة هي الأم ومعنى الحزن غيابها الله يرحمج يا نبض قلبي امي,Negative
